Image,Metric,Num Boxes,Time (s)
4,Edge Detection,200,0.5274739265441895
4,Selective Search,250,7.817189693450928
4,Edge Detection,250,0.5135810375213623
4,Selective Search,300,7.639252185821533
4,Edge Detection,300,0.510587215423584
4,Selective Search,350,7.773736953735352
4,Edge Detection,350,0.514901876449585
4,Selective Search,400,7.71412205696106
4,Edge Detection,400,0.5116167068481445
4,Selective Search,450,7.640381813049316
4,Edge Detection,450,0.5102157592773438
4,Selective Search,500,7.653149843215942
4,Edge Detection,500,0.5135419368743896
4,Selective Search,550,7.6666529178619385
4,Edge Detection,550,0.5147919654846191
4,Selective Search,600,7.680056095123291
4,Edge Detection,600,0.5132288932800293
4,Selective Search,650,7.721827983856201
4,Edge Detection,650,0.5274109840393066
4,Selective Search,700,7.890017032623291
4,Edge Detection,700,0.5110478401184082
4,Selective Search,750,7.735540151596069
4,Edge Detection,750,0.514711856842041
4,Selective Search,800,7.779077768325806
4,Edge Detection,800,0.511561393737793
4,Selective Search,850,7.808206081390381
4,Edge Detection,850,0.518242597579956
4,Selective Search,900,7.770751953125
4,Edge Detection,900,0.5136101245880127
4,Selective Search,950,7.790369749069214
4,Edge Detection,950,0.5345652103424072
4,Selective Search,1000,7.901747941970825
4,Edge Detection,1000,0.5272159576416016
4,Selective Search,1050,7.6975932121276855
4,Edge Detection,1050,0.5114607810974121
4,Selective Search,1100,7.787085056304932
4,Edge Detection,1100,0.5192539691925049
4,Selective Search,1150,7.91720175743103
4,Edge Detection,1150,0.5237240791320801
4,Selective Search,1200,7.903007984161377
4,Edge Detection,1200,0.5278751850128174
4,Selective Search,1250,7.923490762710571
4,Edge Detection,1250,0.5246157646179199
4,Selective Search,1300,7.916493892669678
4,Edge Detection,1300,0.5237541198730469
4,Selective Search,1350,8.114436149597168
4,Edge Detection,1350,0.528717041015625
4,Selective Search,1400,7.861788034439087
4,Edge Detection,1400,0.5252740383148193
4,Selective Search,1450,7.829932928085327
4,Edge Detection,1450,0.5146801471710205
4,Selective Search,1500,7.606724739074707
4,Edge Detection,1500,0.5171329975128174
4,Selective Search,1550,7.570068120956421
4,Edge Detection,1550,0.5152428150177002
4,Selective Search,1600,7.640833139419556
4,Edge Detection,1600,0.5171840190887451
4,Selective Search,1650,7.628395080566406
4,Edge Detection,1650,0.5182998180389404
4,Selective Search,1700,7.809441804885864
4,Edge Detection,1700,0.5137779712677002
4,Selective Search,1750,7.726086139678955
4,Edge Detection,1750,0.5174269676208496
4,Selective Search,1800,7.863410234451294
4,Edge Detection,1800,0.5181970596313477
4,Selective Search,1850,7.795698881149292
4,Edge Detection,1850,0.511275053024292
4,Selective Search,1900,7.839770078659058
4,Edge Detection,1900,0.5151190757751465
4,Selective Search,1950,7.84132194519043
4,Edge Detection,1950,0.5143170356750488
4,Selective Search,2000,7.734058141708374
4,Edge Detection,2000,0.512225866317749
4,Selective Search,2050,7.650836229324341
4,Edge Detection,2050,0.5105187892913818
4,Selective Search,2100,7.640460252761841
4,Edge Detection,2100,0.5121500492095947
4,Selective Search,2150,7.683516979217529
4,Edge Detection,2150,0.5193471908569336
4,Selective Search,2200,7.716877222061157
4,Edge Detection,2200,0.5267429351806641
4,Selective Search,2250,7.871756076812744
4,Edge Detection,2250,0.5233280658721924
4,Selective Search,2300,7.978423118591309
4,Edge Detection,2300,0.5229790210723877
4,Selective Search,2350,7.896037817001343
4,Edge Detection,2350,0.5224530696868896
4,Selective Search,2400,7.976121187210083
4,Edge Detection,2400,0.5164308547973633
4,Selective Search,2450,7.953969955444336
4,Edge Detection,2450,0.5334279537200928
4,Selective Search,2500,7.839439153671265
4,Edge Detection,2500,0.5151286125183105
5,Selective Search,100,1.9462130069732666
5,Edge Detection,100,0.45631909370422363
5,Selective Search,150,1.9854278564453125
5,Edge Detection,150,0.4608030319213867
5,Selective Search,200,1.902759075164795
5,Edge Detection,200,0.4464409351348877
5,Selective Search,250,1.933095932006836
5,Edge Detection,250,0.4720180034637451
5,Selective Search,300,1.89170503616333
5,Edge Detection,300,0.4523923397064209
5,Selective Search,350,1.8900740146636963
5,Edge Detection,350,0.44991588592529297
5,Selective Search,400,1.8742849826812744
5,Edge Detection,400,0.4535980224609375
5,Selective Search,450,1.897402048110962
5,Edge Detection,450,0.4461479187011719
5,Selective Search,500,1.9174339771270752
5,Edge Detection,500,0.4587841033935547
5,Selective Search,550,1.8954148292541504
5,Edge Detection,550,0.45000314712524414
5,Selective Search,600,1.8892769813537598
5,Edge Detection,600,0.4468369483947754
5,Selective Search,650,1.8904991149902344
5,Edge Detection,650,0.4598557949066162
5,Selective Search,700,1.9134559631347656
5,Edge Detection,700,0.4497380256652832
5,Selective Search,750,1.9249169826507568
5,Edge Detection,750,0.45906925201416016
5,Selective Search,800,1.9082181453704834
5,Edge Detection,800,0.4492199420928955
5,Selective Search,850,1.8781869411468506
5,Edge Detection,850,0.5797278881072998
5,Selective Search,900,1.9161319732666016
5,Edge Detection,900,0.46569299697875977
5,Selective Search,950,1.8949699401855469
5,Edge Detection,950,0.4689059257507324
5,Selective Search,1000,1.857853889465332
5,Edge Detection,1000,0.44878482818603516
5,Selective Search,1050,1.9063208103179932
5,Edge Detection,1050,0.45438194274902344
5,Selective Search,1100,1.902977705001831
5,Edge Detection,1100,0.4508810043334961
5,Selective Search,1150,1.9525811672210693
5,Edge Detection,1150,0.455761194229126
5,Selective Search,1200,1.901313066482544
5,Edge Detection,1200,0.449800968170166
5,Selective Search,1250,1.8754222393035889
5,Edge Detection,1250,0.4584658145904541
5,Selective Search,1300,1.9220678806304932
5,Edge Detection,1300,0.4568960666656494
5,Selective Search,1350,1.9182918071746826
5,Edge Detection,1350,0.4637138843536377
5,Selective Search,1400,1.9201762676239014
5,Edge Detection,1400,0.48404693603515625
5,Selective Search,1450,1.9359979629516602
5,Edge Detection,1450,0.4530339241027832
5,Selective Search,1500,1.9273931980133057
5,Edge Detection,1500,0.48586106300354004
5,Selective Search,1550,1.9208018779754639
5,Edge Detection,1550,0.45886898040771484
5,Selective Search,1600,1.9044361114501953
5,Edge Detection,1600,0.4519648551940918
5,Selective Search,1650,1.9453649520874023
5,Edge Detection,1650,0.4608781337738037
5,Selective Search,1700,1.9295947551727295
5,Edge Detection,1700,0.46034908294677734
5,Selective Search,1750,1.9259119033813477
5,Edge Detection,1750,0.45289182662963867
5,Selective Search,1800,1.887934923171997
5,Edge Detection,1800,0.4528980255126953
5,Selective Search,1850,1.956679105758667
5,Edge Detection,1850,0.46250414848327637
5,Selective Search,1900,1.897063970565796
5,Edge Detection,1900,0.45622920989990234
5,Selective Search,1950,1.9371728897094727
5,Edge Detection,1950,0.49260902404785156
5,Selective Search,2000,1.9241132736206055
5,Edge Detection,2000,0.4638519287109375
5,Selective Search,2050,1.9752781391143799
5,Edge Detection,2050,0.466048002243042
5,Selective Search,2100,1.9093677997589111
5,Edge Detection,2100,0.4538412094116211
5,Selective Search,2150,1.9020249843597412
5,Edge Detection,2150,0.45868396759033203
5,Selective Search,2200,1.921194076538086
5,Edge Detection,2200,0.4553992748260498
5,Selective Search,2250,1.9294867515563965
5,Edge Detection,2250,0.4864373207092285
5,Selective Search,2300,1.8811640739440918
5,Edge Detection,2300,0.4626350402832031
5,Selective Search,2350,1.9486117362976074
5,Edge Detection,2350,0.4591381549835205
5,Selective Search,2400,1.9118609428405762
5,Edge Detection,2400,0.4620370864868164
5,Selective Search,2450,1.9144861698150635
5,Edge Detection,2450,0.4553089141845703
5,Selective Search,2500,1.9581060409545898
5,Edge Detection,2500,0.46047377586364746
6,Selective Search,100,8.024117946624756
6,Edge Detection,100,0.5324501991271973
6,Selective Search,150,7.978019714355469
6,Edge Detection,150,0.5191831588745117
6,Selective Search,200,8.267639875411987
6,Edge Detection,200,0.5210340023040771
6,Selective Search,250,7.836376190185547
6,Edge Detection,250,0.5155298709869385
6,Selective Search,300,7.859127044677734
6,Edge Detection,300,0.5139918327331543
6,Selective Search,350,8.007978916168213
6,Edge Detection,350,0.5255110263824463
6,Selective Search,400,7.988719940185547
6,Edge Detection,400,0.5175459384918213
6,Selective Search,450,7.912106990814209
6,Edge Detection,450,0.5106170177459717
6,Selective Search,500,7.861306190490723
6,Edge Detection,500,0.5089609622955322
6,Selective Search,550,7.840501070022583
6,Edge Detection,550,0.5069997310638428
6,Selective Search,600,7.8465070724487305
6,Edge Detection,600,0.5075678825378418
6,Selective Search,650,7.858041763305664
6,Edge Detection,650,0.5038330554962158
6,Selective Search,700,7.954917907714844
6,Edge Detection,700,0.5182018280029297
6,Selective Search,750,8.001062154769897
6,Edge Detection,750,0.51043701171875
6,Selective Search,800,7.8771750926971436
6,Edge Detection,800,0.511181116104126
6,Selective Search,850,7.84942626953125
6,Edge Detection,850,0.5103170871734619
6,Selective Search,900,7.836811065673828
6,Edge Detection,900,0.5057909488677979
6,Selective Search,950,7.8377299308776855
6,Edge Detection,950,0.5052969455718994
6,Selective Search,1000,7.8537821769714355
6,Edge Detection,1000,0.5058469772338867
6,Selective Search,1050,7.841318845748901
6,Edge Detection,1050,0.5065312385559082
6,Selective Search,1100,7.863866806030273
6,Edge Detection,1100,0.5069010257720947
6,Selective Search,1150,7.863184213638306
6,Edge Detection,1150,0.5043020248413086
6,Selective Search,1200,7.87674617767334
6,Edge Detection,1200,0.5071349143981934
6,Selective Search,1250,7.843096017837524
6,Edge Detection,1250,0.5108528137207031
6,Selective Search,1300,7.8507399559021
6,Edge Detection,1300,0.506392240524292
6,Selective Search,1350,7.863647937774658
6,Edge Detection,1350,0.5067996978759766
6,Selective Search,1400,7.839162111282349
6,Edge Detection,1400,0.5078668594360352
6,Selective Search,1450,7.836406946182251
6,Edge Detection,1450,0.5050570964813232
6,Selective Search,1500,7.936829090118408
6,Edge Detection,1500,0.5108869075775146
6,Selective Search,1550,7.993299961090088
6,Edge Detection,1550,0.5147230625152588
6,Selective Search,1600,8.030329942703247
6,Edge Detection,1600,0.5164461135864258
6,Selective Search,1650,7.980623722076416
6,Edge Detection,1650,0.515192985534668
6,Selective Search,1700,7.978348016738892
6,Edge Detection,1700,0.5101819038391113
6,Selective Search,1750,8.183245182037354
6,Edge Detection,1750,0.5213708877563477
6,Selective Search,1800,7.8478429317474365
6,Edge Detection,1800,0.5112648010253906
6,Selective Search,1850,7.970463991165161
6,Edge Detection,1850,0.5386381149291992
6,Selective Search,1900,8.007992029190063
6,Edge Detection,1900,0.5143799781799316
6,Selective Search,1950,7.928356885910034
6,Edge Detection,1950,0.5140893459320068
6,Selective Search,2000,8.079122304916382
6,Edge Detection,2000,0.5101189613342285
6,Selective Search,2050,7.85722279548645
6,Edge Detection,2050,0.5045251846313477
6,Selective Search,2100,7.815291881561279
6,Edge Detection,2100,0.5055711269378662
6,Selective Search,2150,7.809623718261719
6,Edge Detection,2150,0.5042030811309814
6,Selective Search,2200,7.830165863037109
6,Edge Detection,2200,0.5035309791564941
6,Selective Search,2250,8.008331060409546
6,Edge Detection,2250,0.5213930606842041
6,Selective Search,2300,8.111170053482056
6,Edge Detection,2300,0.5198969841003418
6,Selective Search,2350,7.955466032028198
6,Edge Detection,2350,0.506986141204834
6,Selective Search,2400,7.900072813034058
6,Edge Detection,2400,0.5125980377197266
6,Selective Search,2450,7.9011030197143555
6,Edge Detection,2450,0.5063250064849854
6,Selective Search,2500,7.99239706993103
6,Edge Detection,2500,0.5080680847167969
7,Selective Search,100,8.3215811252594
7,Edge Detection,100,0.5128278732299805
7,Selective Search,150,8.452355146408081
7,Edge Detection,150,0.5113227367401123
7,Selective Search,200,8.376545906066895
7,Edge Detection,200,0.5179879665374756
7,Selective Search,250,8.445915222167969
7,Edge Detection,250,0.5133318901062012
7,Selective Search,300,8.397475719451904
7,Edge Detection,300,0.5187602043151855
7,Selective Search,350,8.394054889678955
7,Edge Detection,350,0.5132710933685303
7,Selective Search,400,8.400362014770508
7,Edge Detection,400,0.5143811702728271
7,Selective Search,450,8.409814834594727
7,Edge Detection,450,0.5399007797241211
7,Selective Search,500,8.615480899810791
7,Edge Detection,500,0.5205891132354736
7,Selective Search,550,8.663820028305054
7,Edge Detection,550,0.5258018970489502
7,Selective Search,600,8.749995231628418
7,Edge Detection,600,0.5459859371185303
7,Selective Search,650,8.714825868606567
7,Edge Detection,650,0.5304751396179199
7,Selective Search,700,8.8870849609375
7,Edge Detection,700,0.5362169742584229
7,Selective Search,750,8.837085962295532
7,Edge Detection,750,0.5276041030883789
7,Selective Search,800,8.653897047042847
7,Edge Detection,800,0.5253200531005859
7,Selective Search,850,8.580525875091553
7,Edge Detection,850,0.5304012298583984
7,Selective Search,900,8.601781845092773
7,Edge Detection,900,0.5280778408050537
7,Selective Search,950,8.66505765914917
7,Edge Detection,950,0.5299172401428223
7,Selective Search,1000,8.789867162704468
7,Edge Detection,1000,0.5477139949798584
7,Selective Search,1050,8.758124828338623
7,Edge Detection,1050,0.5318329334259033
7,Selective Search,1100,8.357089042663574
7,Edge Detection,1100,0.5163180828094482
7,Selective Search,1150,8.344426155090332
7,Edge Detection,1150,0.511265754699707
7,Selective Search,1200,8.314849138259888
7,Edge Detection,1200,0.5094819068908691
7,Selective Search,1250,8.31921100616455
7,Edge Detection,1250,0.5093281269073486
7,Selective Search,1300,8.316070079803467
7,Edge Detection,1300,0.5089688301086426
7,Selective Search,1350,8.302913904190063
7,Edge Detection,1350,0.5096709728240967
7,Selective Search,1400,8.33065390586853
7,Edge Detection,1400,0.505634069442749
7,Selective Search,1450,8.339855909347534
7,Edge Detection,1450,0.5069730281829834
7,Selective Search,1500,8.539446115493774
7,Edge Detection,1500,0.5178680419921875
7,Selective Search,1550,8.3189058303833
7,Edge Detection,1550,0.5119431018829346
7,Selective Search,1600,8.335895776748657
7,Edge Detection,1600,0.5102779865264893
7,Selective Search,1650,8.340358018875122
7,Edge Detection,1650,0.512488842010498
7,Selective Search,1700,8.317639827728271
7,Edge Detection,1700,0.5092489719390869
7,Selective Search,1750,8.330678224563599
7,Edge Detection,1750,0.5571777820587158
7,Selective Search,1800,8.652931928634644
7,Edge Detection,1800,0.5140171051025391
7,Selective Search,1850,8.615943193435669
7,Edge Detection,1850,0.5196990966796875
7,Selective Search,1900,8.392535924911499
7,Edge Detection,1900,0.5110628604888916
7,Selective Search,1950,8.376374006271362
7,Edge Detection,1950,0.5107488632202148
7,Selective Search,2000,8.388323068618774
7,Edge Detection,2000,0.5087730884552002
7,Selective Search,2050,8.3609619140625
7,Edge Detection,2050,0.5106511116027832
7,Selective Search,2100,8.358092069625854
7,Edge Detection,2100,0.5106158256530762
7,Selective Search,2150,8.377765893936157
7,Edge Detection,2150,0.5069499015808105
7,Selective Search,2200,8.355917692184448
7,Edge Detection,2200,0.5079681873321533
7,Selective Search,2250,8.348687887191772
7,Edge Detection,2250,0.5125002861022949
7,Selective Search,2300,8.357000827789307
7,Edge Detection,2300,0.5093719959259033
7,Selective Search,2350,8.350275039672852
7,Edge Detection,2350,0.511695146560669
7,Selective Search,2400,8.394692182540894
7,Edge Detection,2400,0.5098681449890137
7,Selective Search,2450,8.381469011306763
7,Edge Detection,2450,0.5105001926422119
7,Selective Search,2500,8.361456871032715
7,Edge Detection,2500,0.5111680030822754
8,Selective Search,100,8.106993198394775
8,Edge Detection,100,0.5309710502624512
8,Selective Search,150,8.123605012893677
8,Edge Detection,150,0.5349922180175781
8,Selective Search,200,8.10436487197876
8,Edge Detection,200,0.5286870002746582
8,Selective Search,250,8.118498086929321
8,Edge Detection,250,0.5303859710693359
8,Selective Search,300,8.115095853805542
8,Edge Detection,300,0.5325939655303955
8,Selective Search,350,8.126046895980835
8,Edge Detection,350,0.5279779434204102
8,Selective Search,400,8.092259883880615
8,Edge Detection,400,0.5295910835266113
8,Selective Search,450,8.102439880371094
8,Edge Detection,450,0.5272929668426514
8,Selective Search,500,8.108153104782104
8,Edge Detection,500,0.5346248149871826
8,Selective Search,550,8.100949048995972
