Image,Alpha,Beta,Min Score,Recall,MABO
7,0.7000000000000001,0.7000000000000001,0.41000000000000003,0.0,0.0
8,0.7000000000000001,0.7000000000000001,0.41000000000000003,0.0,0.0
9,0.7000000000000001,0.7000000000000001,0.41000000000000003,0.0,0.0
10,0.7000000000000001,0.7000000000000001,0.41000000000000003,0.0,0.0
1,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
2,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
3,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
4,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
5,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
6,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
7,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
8,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
9,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
10,0.7000000000000001,0.7000000000000001,0.51,0.0,0.0
1,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
2,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
3,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
4,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
5,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
6,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
7,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
8,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
9,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
10,0.7000000000000001,0.7000000000000001,0.61,0.0,0.0
1,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
2,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
3,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
4,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
5,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
6,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
7,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
8,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
9,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
10,0.7000000000000001,0.7000000000000001,0.7100000000000001,0.0,0.0
1,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
2,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
3,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
4,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
5,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
6,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
7,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
8,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
9,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
10,0.7000000000000001,0.7000000000000001,0.81,0.0,0.0
1,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
2,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
3,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
4,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
5,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
6,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
7,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
8,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
9,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
10,0.7000000000000001,0.7000000000000001,0.91,0.0,0.0
1,0.7000000000000001,0.8,0.01,0.5,0.5553999427620873
2,0.7000000000000001,0.8,0.01,0.5,0.47347153594252467
3,0.7000000000000001,0.8,0.01,0.0,0.29935622317596566
4,0.7000000000000001,0.8,0.01,0.5,0.5909204139526663
5,0.7000000000000001,0.8,0.01,0.08333333333333333,0.34931280425236294
6,0.7000000000000001,0.8,0.01,0.6666666666666666,0.5138037932707739
7,0.7000000000000001,0.8,0.01,0.0,0.26267368821775267
8,0.7000000000000001,0.8,0.01,0.0,0.6345123258306538
9,0.7000000000000001,0.8,0.01,1.0,0.748958255358435
10,0.7000000000000001,0.8,0.01,1.0,0.6778856468568977
1,0.7000000000000001,0.8,0.11,0.0,0.0
2,0.7000000000000001,0.8,0.11,0.0,0.0
3,0.7000000000000001,0.8,0.11,0.0,0.0
4,0.7000000000000001,0.8,0.11,0.0,0.0
5,0.7000000000000001,0.8,0.11,0.0,0.0
6,0.7000000000000001,0.8,0.11,0.0,0.0
7,0.7000000000000001,0.8,0.11,0.0,0.0
8,0.7000000000000001,0.8,0.11,0.0,0.0
9,0.7000000000000001,0.8,0.11,0.0,0.0
10,0.7000000000000001,0.8,0.11,0.0,0.0
1,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
2,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
3,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
4,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
5,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
6,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
7,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
8,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
9,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
10,0.7000000000000001,0.8,0.21000000000000002,0.0,0.0
1,0.7000000000000001,0.8,0.31,0.0,0.0
2,0.7000000000000001,0.8,0.31,0.0,0.0
3,0.7000000000000001,0.8,0.31,0.0,0.0
4,0.7000000000000001,0.8,0.31,0.0,0.0
5,0.7000000000000001,0.8,0.31,0.0,0.0
6,0.7000000000000001,0.8,0.31,0.0,0.0
7,0.7000000000000001,0.8,0.31,0.0,0.0
8,0.7000000000000001,0.8,0.31,0.0,0.0
9,0.7000000000000001,0.8,0.31,0.0,0.0
10,0.7000000000000001,0.8,0.31,0.0,0.0
1,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
2,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
3,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
4,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
5,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
6,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
7,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
8,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
9,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
10,0.7000000000000001,0.8,0.41000000000000003,0.0,0.0
1,0.7000000000000001,0.8,0.51,0.0,0.0
2,0.7000000000000001,0.8,0.51,0.0,0.0
3,0.7000000000000001,0.8,0.51,0.0,0.0
4,0.7000000000000001,0.8,0.51,0.0,0.0
5,0.7000000000000001,0.8,0.51,0.0,0.0
6,0.7000000000000001,0.8,0.51,0.0,0.0
7,0.7000000000000001,0.8,0.51,0.0,0.0
8,0.7000000000000001,0.8,0.51,0.0,0.0
9,0.7000000000000001,0.8,0.51,0.0,0.0
10,0.7000000000000001,0.8,0.51,0.0,0.0
1,0.7000000000000001,0.8,0.61,0.0,0.0
2,0.7000000000000001,0.8,0.61,0.0,0.0
3,0.7000000000000001,0.8,0.61,0.0,0.0
4,0.7000000000000001,0.8,0.61,0.0,0.0
5,0.7000000000000001,0.8,0.61,0.0,0.0
6,0.7000000000000001,0.8,0.61,0.0,0.0
7,0.7000000000000001,0.8,0.61,0.0,0.0
8,0.7000000000000001,0.8,0.61,0.0,0.0
9,0.7000000000000001,0.8,0.61,0.0,0.0
10,0.7000000000000001,0.8,0.61,0.0,0.0
1,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
2,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
3,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
4,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
5,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
6,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
7,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
8,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
9,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
10,0.7000000000000001,0.8,0.7100000000000001,0.0,0.0
1,0.7000000000000001,0.8,0.81,0.0,0.0
2,0.7000000000000001,0.8,0.81,0.0,0.0
3,0.7000000000000001,0.8,0.81,0.0,0.0
4,0.7000000000000001,0.8,0.81,0.0,0.0
5,0.7000000000000001,0.8,0.81,0.0,0.0
6,0.7000000000000001,0.8,0.81,0.0,0.0
7,0.7000000000000001,0.8,0.81,0.0,0.0
8,0.7000000000000001,0.8,0.81,0.0,0.0
9,0.7000000000000001,0.8,0.81,0.0,0.0
10,0.7000000000000001,0.8,0.81,0.0,0.0
1,0.7000000000000001,0.8,0.91,0.0,0.0
2,0.7000000000000001,0.8,0.91,0.0,0.0
3,0.7000000000000001,0.8,0.91,0.0,0.0
4,0.7000000000000001,0.8,0.91,0.0,0.0
5,0.7000000000000001,0.8,0.91,0.0,0.0
6,0.7000000000000001,0.8,0.91,0.0,0.0
7,0.7000000000000001,0.8,0.91,0.0,0.0
8,0.7000000000000001,0.8,0.91,0.0,0.0
9,0.7000000000000001,0.8,0.91,0.0,0.0
10,0.7000000000000001,0.8,0.91,0.0,0.0
1,0.7000000000000001,0.9,0.01,0.5,0.637559219070216
2,0.7000000000000001,0.9,0.01,0.5,0.4805027790072398
3,0.7000000000000001,0.9,0.01,0.0,0.29935622317596566
4,0.7000000000000001,0.9,0.01,0.5,0.5984600655038845
5,0.7000000000000001,0.9,0.01,0.08333333333333333,0.27653590554933366
6,0.7000000000000001,0.9,0.01,0.6666666666666666,0.5138037932707739
7,0.7000000000000001,0.9,0.01,0.0,0.26267368821775267
8,0.7000000000000001,0.9,0.01,0.0,0.5791422897321669
9,0.7000000000000001,0.9,0.01,1.0,0.748958255358435
10,0.7000000000000001,0.9,0.01,1.0,0.7090987216672038
1,0.7000000000000001,0.9,0.11,0.0,0.0
2,0.7000000000000001,0.9,0.11,0.0,0.0
3,0.7000000000000001,0.9,0.11,0.0,0.0
4,0.7000000000000001,0.9,0.11,0.0,0.0
5,0.7000000000000001,0.9,0.11,0.0,0.0
6,0.7000000000000001,0.9,0.11,0.0,0.0
7,0.7000000000000001,0.9,0.11,0.0,0.0
8,0.7000000000000001,0.9,0.11,0.0,0.0
9,0.7000000000000001,0.9,0.11,0.0,0.0
10,0.7000000000000001,0.9,0.11,0.0,0.0
1,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
2,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
3,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
4,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
5,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
6,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
7,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
8,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
9,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
10,0.7000000000000001,0.9,0.21000000000000002,0.0,0.0
1,0.7000000000000001,0.9,0.31,0.0,0.0
2,0.7000000000000001,0.9,0.31,0.0,0.0
3,0.7000000000000001,0.9,0.31,0.0,0.0
4,0.7000000000000001,0.9,0.31,0.0,0.0
5,0.7000000000000001,0.9,0.31,0.0,0.0
6,0.7000000000000001,0.9,0.31,0.0,0.0
7,0.7000000000000001,0.9,0.31,0.0,0.0
8,0.7000000000000001,0.9,0.31,0.0,0.0
9,0.7000000000000001,0.9,0.31,0.0,0.0
10,0.7000000000000001,0.9,0.31,0.0,0.0
1,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
2,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
3,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
4,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
5,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
6,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
7,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
8,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
9,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
10,0.7000000000000001,0.9,0.41000000000000003,0.0,0.0
1,0.7000000000000001,0.9,0.51,0.0,0.0
2,0.7000000000000001,0.9,0.51,0.0,0.0
3,0.7000000000000001,0.9,0.51,0.0,0.0
4,0.7000000000000001,0.9,0.51,0.0,0.0
5,0.7000000000000001,0.9,0.51,0.0,0.0
6,0.7000000000000001,0.9,0.51,0.0,0.0
7,0.7000000000000001,0.9,0.51,0.0,0.0
8,0.7000000000000001,0.9,0.51,0.0,0.0
9,0.7000000000000001,0.9,0.51,0.0,0.0
10,0.7000000000000001,0.9,0.51,0.0,0.0
1,0.7000000000000001,0.9,0.61,0.0,0.0
2,0.7000000000000001,0.9,0.61,0.0,0.0
3,0.7000000000000001,0.9,0.61,0.0,0.0
4,0.7000000000000001,0.9,0.61,0.0,0.0
5,0.7000000000000001,0.9,0.61,0.0,0.0
6,0.7000000000000001,0.9,0.61,0.0,0.0
7,0.7000000000000001,0.9,0.61,0.0,0.0
8,0.7000000000000001,0.9,0.61,0.0,0.0
9,0.7000000000000001,0.9,0.61,0.0,0.0
10,0.7000000000000001,0.9,0.61,0.0,0.0
1,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
2,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
3,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
4,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
5,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
6,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
7,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
8,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
9,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
10,0.7000000000000001,0.9,0.7100000000000001,0.0,0.0
1,0.7000000000000001,0.9,0.81,0.0,0.0
2,0.7000000000000001,0.9,0.81,0.0,0.0
3,0.7000000000000001,0.9,0.81,0.0,0.0
4,0.7000000000000001,0.9,0.81,0.0,0.0
5,0.7000000000000001,0.9,0.81,0.0,0.0
6,0.7000000000000001,0.9,0.81,0.0,0.0
7,0.7000000000000001,0.9,0.81,0.0,0.0
8,0.7000000000000001,0.9,0.81,0.0,0.0
9,0.7000000000000001,0.9,0.81,0.0,0.0
10,0.7000000000000001,0.9,0.81,0.0,0.0
1,0.7000000000000001,0.9,0.91,0.0,0.0
2,0.7000000000000001,0.9,0.91,0.0,0.0
3,0.7000000000000001,0.9,0.91,0.0,0.0
4,0.7000000000000001,0.9,0.91,0.0,0.0
5,0.7000000000000001,0.9,0.91,0.0,0.0
6,0.7000000000000001,0.9,0.91,0.0,0.0
7,0.7000000000000001,0.9,0.91,0.0,0.0
8,0.7000000000000001,0.9,0.91,0.0,0.0
9,0.7000000000000001,0.9,0.91,0.0,0.0
10,0.7000000000000001,0.9,0.91,0.0,0.0
1,0.8,0.1,0.01,0.0,0.16356807331285178
2,0.8,0.1,0.01,0.5,0.36272803113488555
3,0.8,0.1,0.01,0.0,0.11365430149960537
4,0.8,0.1,0.01,0.0,0.2244176206120148
5,0.8,0.1,0.01,0.08333333333333333,0.2587885194687299
6,0.8,0.1,0.01,0.3333333333333333,0.31503547837132423
7,0.8,0.1,0.01,0.0,0.07832385259513126
8,0.8,0.1,0.01,0.0,0.3376542245822271
9,0.8,0.1,0.01,0.0,0.3634239946604372
10,0.8,0.1,0.01,0.0,0.3353050636499193
1,0.8,0.1,0.11,0.0,0.0
2,0.8,0.1,0.11,0.0,0.2358039740005105
3,0.8,0.1,0.11,0.0,0.0
4,0.8,0.1,0.11,0.0,0.0
5,0.8,0.1,0.11,0.0,0.0
6,0.8,0.1,0.11,0.0,0.0
7,0.8,0.1,0.11,0.0,0.0
8,0.8,0.1,0.11,0.0,0.0
9,0.8,0.1,0.11,0.0,0.0
10,0.8,0.1,0.11,0.0,0.0
1,0.8,0.1,0.21000000000000002,0.0,0.0
2,0.8,0.1,0.21000000000000002,0.0,0.0
3,0.8,0.1,0.21000000000000002,0.0,0.0
4,0.8,0.1,0.21000000000000002,0.0,0.0
5,0.8,0.1,0.21000000000000002,0.0,0.0
6,0.8,0.1,0.21000000000000002,0.0,0.0
7,0.8,0.1,0.21000000000000002,0.0,0.0
8,0.8,0.1,0.21000000000000002,0.0,0.0
9,0.8,0.1,0.21000000000000002,0.0,0.0
10,0.8,0.1,0.21000000000000002,0.0,0.0
1,0.8,0.1,0.31,0.0,0.0
2,0.8,0.1,0.31,0.0,0.0
3,0.8,0.1,0.31,0.0,0.0
4,0.8,0.1,0.31,0.0,0.0
5,0.8,0.1,0.31,0.0,0.0
6,0.8,0.1,0.31,0.0,0.0
7,0.8,0.1,0.31,0.0,0.0
8,0.8,0.1,0.31,0.0,0.0
9,0.8,0.1,0.31,0.0,0.0
10,0.8,0.1,0.31,0.0,0.0
1,0.8,0.1,0.41000000000000003,0.0,0.0
2,0.8,0.1,0.41000000000000003,0.0,0.0
3,0.8,0.1,0.41000000000000003,0.0,0.0
4,0.8,0.1,0.41000000000000003,0.0,0.0
5,0.8,0.1,0.41000000000000003,0.0,0.0
6,0.8,0.1,0.41000000000000003,0.0,0.0
7,0.8,0.1,0.41000000000000003,0.0,0.0
8,0.8,0.1,0.41000000000000003,0.0,0.0
9,0.8,0.1,0.41000000000000003,0.0,0.0
10,0.8,0.1,0.41000000000000003,0.0,0.0
1,0.8,0.1,0.51,0.0,0.0
2,0.8,0.1,0.51,0.0,0.0
3,0.8,0.1,0.51,0.0,0.0
4,0.8,0.1,0.51,0.0,0.0
5,0.8,0.1,0.51,0.0,0.0
6,0.8,0.1,0.51,0.0,0.0
7,0.8,0.1,0.51,0.0,0.0
8,0.8,0.1,0.51,0.0,0.0
9,0.8,0.1,0.51,0.0,0.0
10,0.8,0.1,0.51,0.0,0.0
1,0.8,0.1,0.61,0.0,0.0
2,0.8,0.1,0.61,0.0,0.0
3,0.8,0.1,0.61,0.0,0.0
4,0.8,0.1,0.61,0.0,0.0
5,0.8,0.1,0.61,0.0,0.0
6,0.8,0.1,0.61,0.0,0.0
7,0.8,0.1,0.61,0.0,0.0
8,0.8,0.1,0.61,0.0,0.0
9,0.8,0.1,0.61,0.0,0.0
10,0.8,0.1,0.61,0.0,0.0
1,0.8,0.1,0.7100000000000001,0.0,0.0
2,0.8,0.1,0.7100000000000001,0.0,0.0
3,0.8,0.1,0.7100000000000001,0.0,0.0
4,0.8,0.1,0.7100000000000001,0.0,0.0
5,0.8,0.1,0.7100000000000001,0.0,0.0
6,0.8,0.1,0.7100000000000001,0.0,0.0
7,0.8,0.1,0.7100000000000001,0.0,0.0
8,0.8,0.1,0.7100000000000001,0.0,0.0
9,0.8,0.1,0.7100000000000001,0.0,0.0
10,0.8,0.1,0.7100000000000001,0.0,0.0
1,0.8,0.1,0.81,0.0,0.0
2,0.8,0.1,0.81,0.0,0.0
3,0.8,0.1,0.81,0.0,0.0
4,0.8,0.1,0.81,0.0,0.0
5,0.8,0.1,0.81,0.0,0.0
6,0.8,0.1,0.81,0.0,0.0
7,0.8,0.1,0.81,0.0,0.0
8,0.8,0.1,0.81,0.0,0.0
9,0.8,0.1,0.81,0.0,0.0
10,0.8,0.1,0.81,0.0,0.0
1,0.8,0.1,0.91,0.0,0.0
2,0.8,0.1,0.91,0.0,0.0
3,0.8,0.1,0.91,0.0,0.0
4,0.8,0.1,0.91,0.0,0.0
5,0.8,0.1,0.91,0.0,0.0
6,0.8,0.1,0.91,0.0,0.0
7,0.8,0.1,0.91,0.0,0.0
8,0.8,0.1,0.91,0.0,0.0
9,0.8,0.1,0.91,0.0,0.0
10,0.8,0.1,0.91,0.0,0.0
1,0.8,0.2,0.01,0.0,0.446981507614321
2,0.8,0.2,0.01,0.0,0.34602977641949545
3,0.8,0.2,0.01,0.0,0.21330275229357798
4,0.8,0.2,0.01,0.0,0.28366274516514156
5,0.8,0.2,0.01,0.08333333333333333,0.3262835705112262
6,0.8,0.2,0.01,0.0,0.4094661772954508
7,0.8,0.2,0.01,0.0,0.24225181598062953
8,0.8,0.2,0.01,0.0,0.442055193018319
9,0.8,0.2,0.01,0.0,0.5447409431094522
10,0.8,0.2,0.01,0.0,0.3353050636499193
1,0.8,0.2,0.11,0.0,0.0
2,0.8,0.2,0.11,0.0,0.2358039740005105
3,0.8,0.2,0.11,0.0,0.0
4,0.8,0.2,0.11,0.0,0.0
5,0.8,0.2,0.11,0.0,0.0
6,0.8,0.2,0.11,0.0,0.0
7,0.8,0.2,0.11,0.0,0.0
8,0.8,0.2,0.11,0.0,0.0
9,0.8,0.2,0.11,0.0,0.0
10,0.8,0.2,0.11,0.0,0.0
1,0.8,0.2,0.21000000000000002,0.0,0.0
2,0.8,0.2,0.21000000000000002,0.0,0.0
3,0.8,0.2,0.21000000000000002,0.0,0.0
4,0.8,0.2,0.21000000000000002,0.0,0.0
5,0.8,0.2,0.21000000000000002,0.0,0.0
6,0.8,0.2,0.21000000000000002,0.0,0.0
7,0.8,0.2,0.21000000000000002,0.0,0.0
8,0.8,0.2,0.21000000000000002,0.0,0.0
9,0.8,0.2,0.21000000000000002,0.0,0.0
10,0.8,0.2,0.21000000000000002,0.0,0.0
1,0.8,0.2,0.31,0.0,0.0
2,0.8,0.2,0.31,0.0,0.0
3,0.8,0.2,0.31,0.0,0.0
4,0.8,0.2,0.31,0.0,0.0
5,0.8,0.2,0.31,0.0,0.0
6,0.8,0.2,0.31,0.0,0.0
7,0.8,0.2,0.31,0.0,0.0
8,0.8,0.2,0.31,0.0,0.0
9,0.8,0.2,0.31,0.0,0.0
10,0.8,0.2,0.31,0.0,0.0
1,0.8,0.2,0.41000000000000003,0.0,0.0
2,0.8,0.2,0.41000000000000003,0.0,0.0
3,0.8,0.2,0.41000000000000003,0.0,0.0
4,0.8,0.2,0.41000000000000003,0.0,0.0
5,0.8,0.2,0.41000000000000003,0.0,0.0
6,0.8,0.2,0.41000000000000003,0.0,0.0
7,0.8,0.2,0.41000000000000003,0.0,0.0
8,0.8,0.2,0.41000000000000003,0.0,0.0
9,0.8,0.2,0.41000000000000003,0.0,0.0
10,0.8,0.2,0.41000000000000003,0.0,0.0
1,0.8,0.2,0.51,0.0,0.0
2,0.8,0.2,0.51,0.0,0.0
3,0.8,0.2,0.51,0.0,0.0
4,0.8,0.2,0.51,0.0,0.0
5,0.8,0.2,0.51,0.0,0.0
6,0.8,0.2,0.51,0.0,0.0
7,0.8,0.2,0.51,0.0,0.0
8,0.8,0.2,0.51,0.0,0.0
9,0.8,0.2,0.51,0.0,0.0
10,0.8,0.2,0.51,0.0,0.0
1,0.8,0.2,0.61,0.0,0.0
2,0.8,0.2,0.61,0.0,0.0
3,0.8,0.2,0.61,0.0,0.0
4,0.8,0.2,0.61,0.0,0.0
5,0.8,0.2,0.61,0.0,0.0
6,0.8,0.2,0.61,0.0,0.0
7,0.8,0.2,0.61,0.0,0.0
8,0.8,0.2,0.61,0.0,0.0
9,0.8,0.2,0.61,0.0,0.0
10,0.8,0.2,0.61,0.0,0.0
1,0.8,0.2,0.7100000000000001,0.0,0.0
2,0.8,0.2,0.7100000000000001,0.0,0.0
3,0.8,0.2,0.7100000000000001,0.0,0.0
4,0.8,0.2,0.7100000000000001,0.0,0.0
5,0.8,0.2,0.7100000000000001,0.0,0.0
6,0.8,0.2,0.7100000000000001,0.0,0.0
7,0.8,0.2,0.7100000000000001,0.0,0.0
8,0.8,0.2,0.7100000000000001,0.0,0.0
9,0.8,0.2,0.7100000000000001,0.0,0.0
10,0.8,0.2,0.7100000000000001,0.0,0.0
1,0.8,0.2,0.81,0.0,0.0
2,0.8,0.2,0.81,0.0,0.0
3,0.8,0.2,0.81,0.0,0.0
4,0.8,0.2,0.81,0.0,0.0
5,0.8,0.2,0.81,0.0,0.0
6,0.8,0.2,0.81,0.0,0.0
7,0.8,0.2,0.81,0.0,0.0
8,0.8,0.2,0.81,0.0,0.0
9,0.8,0.2,0.81,0.0,0.0
10,0.8,0.2,0.81,0.0,0.0
1,0.8,0.2,0.91,0.0,0.0
2,0.8,0.2,0.91,0.0,0.0
3,0.8,0.2,0.91,0.0,0.0
4,0.8,0.2,0.91,0.0,0.0
5,0.8,0.2,0.91,0.0,0.0
6,0.8,0.2,0.91,0.0,0.0
7,0.8,0.2,0.91,0.0,0.0
8,0.8,0.2,0.91,0.0,0.0
9,0.8,0.2,0.91,0.0,0.0
10,0.8,0.2,0.91,0.0,0.0
1,0.8,0.30000000000000004,0.01,0.0,0.47734556223055674
2,0.8,0.30000000000000004,0.01,0.0,0.31680937780130647
3,0.8,0.30000000000000004,0.01,0.0,0.2588003216937977
4,0.8,0.30000000000000004,0.01,0.0,0.43400538792319204
5,0.8,0.30000000000000004,0.01,0.16666666666666666,0.3487333705451276
6,0.8,0.30000000000000004,0.01,0.3333333333333333,0.39563075929573244
7,0.8,0.30000000000000004,0.01,0.0,0.2787213432353891
8,0.8,0.30000000000000004,0.01,0.0,0.3443534145847205
9,0.8,0.30000000000000004,0.01,0.0,0.5617057057057057
10,0.8,0.30000000000000004,0.01,0.0,0.5824866223271735
1,0.8,0.30000000000000004,0.11,0.0,0.0
2,0.8,0.30000000000000004,0.11,0.0,0.2358039740005105
3,0.8,0.30000000000000004,0.11,0.0,0.0
4,0.8,0.30000000000000004,0.11,0.0,0.0
5,0.8,0.30000000000000004,0.11,0.0,0.0
6,0.8,0.30000000000000004,0.11,0.0,0.0
7,0.8,0.30000000000000004,0.11,0.0,0.0
8,0.8,0.30000000000000004,0.11,0.0,0.0
9,0.8,0.30000000000000004,0.11,0.0,0.0
10,0.8,0.30000000000000004,0.11,0.0,0.0
1,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
2,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
3,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
4,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
5,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
6,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
7,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
8,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
9,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
10,0.8,0.30000000000000004,0.21000000000000002,0.0,0.0
1,0.8,0.30000000000000004,0.31,0.0,0.0
2,0.8,0.30000000000000004,0.31,0.0,0.0
3,0.8,0.30000000000000004,0.31,0.0,0.0
4,0.8,0.30000000000000004,0.31,0.0,0.0
5,0.8,0.30000000000000004,0.31,0.0,0.0
6,0.8,0.30000000000000004,0.31,0.0,0.0
7,0.8,0.30000000000000004,0.31,0.0,0.0
8,0.8,0.30000000000000004,0.31,0.0,0.0
9,0.8,0.30000000000000004,0.31,0.0,0.0
10,0.8,0.30000000000000004,0.31,0.0,0.0
1,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
2,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
3,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
4,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
5,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
6,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
7,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
8,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
9,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
10,0.8,0.30000000000000004,0.41000000000000003,0.0,0.0
