Image,Alpha,Beta,Min Score,Recall,MABO
5,0.30000000000000004,0.6000000000000001,0.7100000000000001,0.0,0.0
6,0.30000000000000004,0.6000000000000001,0.7100000000000001,0.0,0.0
7,0.30000000000000004,0.6000000000000001,0.7100000000000001,0.0,0.0
8,0.30000000000000004,0.6000000000000001,0.7100000000000001,0.0,0.0
9,0.30000000000000004,0.6000000000000001,0.7100000000000001,0.0,0.0
10,0.30000000000000004,0.6000000000000001,0.7100000000000001,0.0,0.0
1,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
2,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
3,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
4,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
5,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
6,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
7,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
8,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
9,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
10,0.30000000000000004,0.6000000000000001,0.81,0.0,0.0
1,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
2,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
3,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
4,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
5,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
6,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
7,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
8,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
9,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
10,0.30000000000000004,0.6000000000000001,0.91,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.01,0.0,0.11227119697561024
2,0.30000000000000004,0.7000000000000001,0.01,0.0,0.2434948800969175
3,0.30000000000000004,0.7000000000000001,0.01,0.0,0.07502930832356389
4,0.30000000000000004,0.7000000000000001,0.01,0.0,0.07832119104065204
5,0.30000000000000004,0.7000000000000001,0.01,0.0,0.13209667091053737
6,0.30000000000000004,0.7000000000000001,0.01,0.0,0.21569060757313627
7,0.30000000000000004,0.7000000000000001,0.01,0.0,0.14355828220858896
8,0.30000000000000004,0.7000000000000001,0.01,0.0,0.4426441235176705
9,0.30000000000000004,0.7000000000000001,0.01,0.0,0.10148589580352572
10,0.30000000000000004,0.7000000000000001,0.01,0.0,0.3333008597384252
1,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.11,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.21000000000000002,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.31,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.41000000000000003,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.51,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.61,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.7100000000000001,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.81,0.0,0.0
1,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
2,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
3,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
4,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
5,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
6,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
7,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
8,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
9,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
10,0.30000000000000004,0.7000000000000001,0.91,0.0,0.0
1,0.30000000000000004,0.8,0.01,0.0,0.11227119697561024
2,0.30000000000000004,0.8,0.01,0.0,0.2434948800969175
3,0.30000000000000004,0.8,0.01,0.0,0.07502930832356389
4,0.30000000000000004,0.8,0.01,0.0,0.07832119104065204
5,0.30000000000000004,0.8,0.01,0.0,0.13209667091053737
6,0.30000000000000004,0.8,0.01,0.0,0.21569060757313627
7,0.30000000000000004,0.8,0.01,0.0,0.14355828220858896
8,0.30000000000000004,0.8,0.01,0.0,0.4426441235176705
9,0.30000000000000004,0.8,0.01,0.0,0.10148589580352572
10,0.30000000000000004,0.8,0.01,0.0,0.3333008597384252
1,0.30000000000000004,0.8,0.11,0.0,0.0
2,0.30000000000000004,0.8,0.11,0.0,0.0
3,0.30000000000000004,0.8,0.11,0.0,0.0
4,0.30000000000000004,0.8,0.11,0.0,0.0
5,0.30000000000000004,0.8,0.11,0.0,0.0
6,0.30000000000000004,0.8,0.11,0.0,0.0
7,0.30000000000000004,0.8,0.11,0.0,0.0
8,0.30000000000000004,0.8,0.11,0.0,0.0
9,0.30000000000000004,0.8,0.11,0.0,0.0
10,0.30000000000000004,0.8,0.11,0.0,0.0
1,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
2,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
3,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
4,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
5,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
6,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
7,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
8,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
9,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
10,0.30000000000000004,0.8,0.21000000000000002,0.0,0.0
1,0.30000000000000004,0.8,0.31,0.0,0.0
2,0.30000000000000004,0.8,0.31,0.0,0.0
3,0.30000000000000004,0.8,0.31,0.0,0.0
4,0.30000000000000004,0.8,0.31,0.0,0.0
5,0.30000000000000004,0.8,0.31,0.0,0.0
6,0.30000000000000004,0.8,0.31,0.0,0.0
7,0.30000000000000004,0.8,0.31,0.0,0.0
8,0.30000000000000004,0.8,0.31,0.0,0.0
9,0.30000000000000004,0.8,0.31,0.0,0.0
10,0.30000000000000004,0.8,0.31,0.0,0.0
1,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
2,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
3,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
4,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
5,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
6,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
7,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
8,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
9,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
10,0.30000000000000004,0.8,0.41000000000000003,0.0,0.0
1,0.30000000000000004,0.8,0.51,0.0,0.0
2,0.30000000000000004,0.8,0.51,0.0,0.0
3,0.30000000000000004,0.8,0.51,0.0,0.0
4,0.30000000000000004,0.8,0.51,0.0,0.0
5,0.30000000000000004,0.8,0.51,0.0,0.0
6,0.30000000000000004,0.8,0.51,0.0,0.0
7,0.30000000000000004,0.8,0.51,0.0,0.0
8,0.30000000000000004,0.8,0.51,0.0,0.0
9,0.30000000000000004,0.8,0.51,0.0,0.0
10,0.30000000000000004,0.8,0.51,0.0,0.0
1,0.30000000000000004,0.8,0.61,0.0,0.0
2,0.30000000000000004,0.8,0.61,0.0,0.0
3,0.30000000000000004,0.8,0.61,0.0,0.0
4,0.30000000000000004,0.8,0.61,0.0,0.0
5,0.30000000000000004,0.8,0.61,0.0,0.0
6,0.30000000000000004,0.8,0.61,0.0,0.0
7,0.30000000000000004,0.8,0.61,0.0,0.0
8,0.30000000000000004,0.8,0.61,0.0,0.0
9,0.30000000000000004,0.8,0.61,0.0,0.0
10,0.30000000000000004,0.8,0.61,0.0,0.0
1,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
2,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
3,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
4,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
5,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
6,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
7,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
8,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
9,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
10,0.30000000000000004,0.8,0.7100000000000001,0.0,0.0
1,0.30000000000000004,0.8,0.81,0.0,0.0
2,0.30000000000000004,0.8,0.81,0.0,0.0
3,0.30000000000000004,0.8,0.81,0.0,0.0
4,0.30000000000000004,0.8,0.81,0.0,0.0
5,0.30000000000000004,0.8,0.81,0.0,0.0
6,0.30000000000000004,0.8,0.81,0.0,0.0
7,0.30000000000000004,0.8,0.81,0.0,0.0
8,0.30000000000000004,0.8,0.81,0.0,0.0
9,0.30000000000000004,0.8,0.81,0.0,0.0
10,0.30000000000000004,0.8,0.81,0.0,0.0
1,0.30000000000000004,0.8,0.91,0.0,0.0
2,0.30000000000000004,0.8,0.91,0.0,0.0
3,0.30000000000000004,0.8,0.91,0.0,0.0
4,0.30000000000000004,0.8,0.91,0.0,0.0
5,0.30000000000000004,0.8,0.91,0.0,0.0
6,0.30000000000000004,0.8,0.91,0.0,0.0
7,0.30000000000000004,0.8,0.91,0.0,0.0
8,0.30000000000000004,0.8,0.91,0.0,0.0
9,0.30000000000000004,0.8,0.91,0.0,0.0
10,0.30000000000000004,0.8,0.91,0.0,0.0
1,0.30000000000000004,0.9,0.01,0.0,0.11227119697561024
2,0.30000000000000004,0.9,0.01,0.0,0.2434948800969175
3,0.30000000000000004,0.9,0.01,0.0,0.07502930832356389
4,0.30000000000000004,0.9,0.01,0.0,0.07832119104065204
5,0.30000000000000004,0.9,0.01,0.0,0.13209667091053737
6,0.30000000000000004,0.9,0.01,0.0,0.21569060757313627
7,0.30000000000000004,0.9,0.01,0.0,0.14355828220858896
8,0.30000000000000004,0.9,0.01,0.0,0.4426441235176705
9,0.30000000000000004,0.9,0.01,0.0,0.10148589580352572
10,0.30000000000000004,0.9,0.01,0.0,0.3333008597384252
1,0.30000000000000004,0.9,0.11,0.0,0.0
2,0.30000000000000004,0.9,0.11,0.0,0.0
3,0.30000000000000004,0.9,0.11,0.0,0.0
4,0.30000000000000004,0.9,0.11,0.0,0.0
5,0.30000000000000004,0.9,0.11,0.0,0.0
6,0.30000000000000004,0.9,0.11,0.0,0.0
7,0.30000000000000004,0.9,0.11,0.0,0.0
8,0.30000000000000004,0.9,0.11,0.0,0.0
9,0.30000000000000004,0.9,0.11,0.0,0.0
10,0.30000000000000004,0.9,0.11,0.0,0.0
1,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
2,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
3,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
4,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
5,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
6,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
7,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
8,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
9,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
10,0.30000000000000004,0.9,0.21000000000000002,0.0,0.0
1,0.30000000000000004,0.9,0.31,0.0,0.0
2,0.30000000000000004,0.9,0.31,0.0,0.0
3,0.30000000000000004,0.9,0.31,0.0,0.0
4,0.30000000000000004,0.9,0.31,0.0,0.0
5,0.30000000000000004,0.9,0.31,0.0,0.0
6,0.30000000000000004,0.9,0.31,0.0,0.0
7,0.30000000000000004,0.9,0.31,0.0,0.0
8,0.30000000000000004,0.9,0.31,0.0,0.0
9,0.30000000000000004,0.9,0.31,0.0,0.0
10,0.30000000000000004,0.9,0.31,0.0,0.0
1,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
2,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
3,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
4,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
5,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
6,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
7,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
8,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
9,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
10,0.30000000000000004,0.9,0.41000000000000003,0.0,0.0
1,0.30000000000000004,0.9,0.51,0.0,0.0
2,0.30000000000000004,0.9,0.51,0.0,0.0
3,0.30000000000000004,0.9,0.51,0.0,0.0
4,0.30000000000000004,0.9,0.51,0.0,0.0
5,0.30000000000000004,0.9,0.51,0.0,0.0
6,0.30000000000000004,0.9,0.51,0.0,0.0
7,0.30000000000000004,0.9,0.51,0.0,0.0
8,0.30000000000000004,0.9,0.51,0.0,0.0
9,0.30000000000000004,0.9,0.51,0.0,0.0
10,0.30000000000000004,0.9,0.51,0.0,0.0
1,0.30000000000000004,0.9,0.61,0.0,0.0
2,0.30000000000000004,0.9,0.61,0.0,0.0
3,0.30000000000000004,0.9,0.61,0.0,0.0
4,0.30000000000000004,0.9,0.61,0.0,0.0
5,0.30000000000000004,0.9,0.61,0.0,0.0
6,0.30000000000000004,0.9,0.61,0.0,0.0
7,0.30000000000000004,0.9,0.61,0.0,0.0
8,0.30000000000000004,0.9,0.61,0.0,0.0
9,0.30000000000000004,0.9,0.61,0.0,0.0
10,0.30000000000000004,0.9,0.61,0.0,0.0
1,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
2,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
3,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
4,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
5,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
6,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
7,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
8,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
9,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
10,0.30000000000000004,0.9,0.7100000000000001,0.0,0.0
1,0.30000000000000004,0.9,0.81,0.0,0.0
2,0.30000000000000004,0.9,0.81,0.0,0.0
3,0.30000000000000004,0.9,0.81,0.0,0.0
4,0.30000000000000004,0.9,0.81,0.0,0.0
5,0.30000000000000004,0.9,0.81,0.0,0.0
6,0.30000000000000004,0.9,0.81,0.0,0.0
7,0.30000000000000004,0.9,0.81,0.0,0.0
8,0.30000000000000004,0.9,0.81,0.0,0.0
9,0.30000000000000004,0.9,0.81,0.0,0.0
10,0.30000000000000004,0.9,0.81,0.0,0.0
1,0.30000000000000004,0.9,0.91,0.0,0.0
2,0.30000000000000004,0.9,0.91,0.0,0.0
3,0.30000000000000004,0.9,0.91,0.0,0.0
4,0.30000000000000004,0.9,0.91,0.0,0.0
5,0.30000000000000004,0.9,0.91,0.0,0.0
6,0.30000000000000004,0.9,0.91,0.0,0.0
7,0.30000000000000004,0.9,0.91,0.0,0.0
8,0.30000000000000004,0.9,0.91,0.0,0.0
9,0.30000000000000004,0.9,0.91,0.0,0.0
10,0.30000000000000004,0.9,0.91,0.0,0.0
1,0.4,0.1,0.01,0.0,0.052117147860623325
2,0.4,0.1,0.01,0.0,0.23338519705395647
3,0.4,0.1,0.01,0.0,0.0
4,0.4,0.1,0.01,0.0,0.04787682131602758
5,0.4,0.1,0.01,0.08333333333333333,0.13525125539003405
6,0.4,0.1,0.01,0.0,0.0826686324096243
7,0.4,0.1,0.01,0.0,0.12431385211494995
8,0.4,0.1,0.01,0.0,0.12880738002358705
9,0.4,0.1,0.01,0.0,0.04560260586319218
10,0.4,0.1,0.01,0.0,0.3266235817196725
1,0.4,0.1,0.11,0.0,0.0
2,0.4,0.1,0.11,0.0,0.0
3,0.4,0.1,0.11,0.0,0.0
4,0.4,0.1,0.11,0.0,0.0
5,0.4,0.1,0.11,0.0,0.0
6,0.4,0.1,0.11,0.0,0.0
7,0.4,0.1,0.11,0.0,0.0
8,0.4,0.1,0.11,0.0,0.0
9,0.4,0.1,0.11,0.0,0.0
10,0.4,0.1,0.11,0.0,0.0
1,0.4,0.1,0.21000000000000002,0.0,0.0
2,0.4,0.1,0.21000000000000002,0.0,0.0
3,0.4,0.1,0.21000000000000002,0.0,0.0
4,0.4,0.1,0.21000000000000002,0.0,0.0
5,0.4,0.1,0.21000000000000002,0.0,0.0
6,0.4,0.1,0.21000000000000002,0.0,0.0
7,0.4,0.1,0.21000000000000002,0.0,0.0
8,0.4,0.1,0.21000000000000002,0.0,0.0
9,0.4,0.1,0.21000000000000002,0.0,0.0
10,0.4,0.1,0.21000000000000002,0.0,0.0
1,0.4,0.1,0.31,0.0,0.0
2,0.4,0.1,0.31,0.0,0.0
3,0.4,0.1,0.31,0.0,0.0
4,0.4,0.1,0.31,0.0,0.0
5,0.4,0.1,0.31,0.0,0.0
6,0.4,0.1,0.31,0.0,0.0
7,0.4,0.1,0.31,0.0,0.0
8,0.4,0.1,0.31,0.0,0.0
9,0.4,0.1,0.31,0.0,0.0
10,0.4,0.1,0.31,0.0,0.0
1,0.4,0.1,0.41000000000000003,0.0,0.0
2,0.4,0.1,0.41000000000000003,0.0,0.0
3,0.4,0.1,0.41000000000000003,0.0,0.0
4,0.4,0.1,0.41000000000000003,0.0,0.0
5,0.4,0.1,0.41000000000000003,0.0,0.0
6,0.4,0.1,0.41000000000000003,0.0,0.0
7,0.4,0.1,0.41000000000000003,0.0,0.0
8,0.4,0.1,0.41000000000000003,0.0,0.0
9,0.4,0.1,0.41000000000000003,0.0,0.0
10,0.4,0.1,0.41000000000000003,0.0,0.0
1,0.4,0.1,0.51,0.0,0.0
2,0.4,0.1,0.51,0.0,0.0
3,0.4,0.1,0.51,0.0,0.0
4,0.4,0.1,0.51,0.0,0.0
5,0.4,0.1,0.51,0.0,0.0
6,0.4,0.1,0.51,0.0,0.0
7,0.4,0.1,0.51,0.0,0.0
8,0.4,0.1,0.51,0.0,0.0
9,0.4,0.1,0.51,0.0,0.0
10,0.4,0.1,0.51,0.0,0.0
1,0.4,0.1,0.61,0.0,0.0
2,0.4,0.1,0.61,0.0,0.0
3,0.4,0.1,0.61,0.0,0.0
4,0.4,0.1,0.61,0.0,0.0
5,0.4,0.1,0.61,0.0,0.0
6,0.4,0.1,0.61,0.0,0.0
7,0.4,0.1,0.61,0.0,0.0
8,0.4,0.1,0.61,0.0,0.0
9,0.4,0.1,0.61,0.0,0.0
10,0.4,0.1,0.61,0.0,0.0
1,0.4,0.1,0.7100000000000001,0.0,0.0
2,0.4,0.1,0.7100000000000001,0.0,0.0
3,0.4,0.1,0.7100000000000001,0.0,0.0
4,0.4,0.1,0.7100000000000001,0.0,0.0
5,0.4,0.1,0.7100000000000001,0.0,0.0
6,0.4,0.1,0.7100000000000001,0.0,0.0
7,0.4,0.1,0.7100000000000001,0.0,0.0
8,0.4,0.1,0.7100000000000001,0.0,0.0
9,0.4,0.1,0.7100000000000001,0.0,0.0
10,0.4,0.1,0.7100000000000001,0.0,0.0
1,0.4,0.1,0.81,0.0,0.0
2,0.4,0.1,0.81,0.0,0.0
3,0.4,0.1,0.81,0.0,0.0
4,0.4,0.1,0.81,0.0,0.0
5,0.4,0.1,0.81,0.0,0.0
6,0.4,0.1,0.81,0.0,0.0
7,0.4,0.1,0.81,0.0,0.0
8,0.4,0.1,0.81,0.0,0.0
9,0.4,0.1,0.81,0.0,0.0
10,0.4,0.1,0.81,0.0,0.0
1,0.4,0.1,0.91,0.0,0.0
2,0.4,0.1,0.91,0.0,0.0
3,0.4,0.1,0.91,0.0,0.0
4,0.4,0.1,0.91,0.0,0.0
5,0.4,0.1,0.91,0.0,0.0
6,0.4,0.1,0.91,0.0,0.0
7,0.4,0.1,0.91,0.0,0.0
8,0.4,0.1,0.91,0.0,0.0
9,0.4,0.1,0.91,0.0,0.0
10,0.4,0.1,0.91,0.0,0.0
1,0.4,0.2,0.01,0.0,0.12473992737995457
2,0.4,0.2,0.01,0.0,0.23338519705395647
3,0.4,0.2,0.01,0.0,0.007551487414187643
4,0.4,0.2,0.01,0.0,0.2667153645734183
5,0.4,0.2,0.01,0.08333333333333333,0.1419803395511918
6,0.4,0.2,0.01,0.0,0.19444713064704308
7,0.4,0.2,0.01,0.0,0.12431385211494995
8,0.4,0.2,0.01,0.0,0.23310223396060306
9,0.4,0.2,0.01,0.0,0.04560260586319218
10,0.4,0.2,0.01,0.0,0.3266235817196725
1,0.4,0.2,0.11,0.0,0.0
2,0.4,0.2,0.11,0.0,0.0
3,0.4,0.2,0.11,0.0,0.0
4,0.4,0.2,0.11,0.0,0.0
5,0.4,0.2,0.11,0.0,0.0
6,0.4,0.2,0.11,0.0,0.0
7,0.4,0.2,0.11,0.0,0.0
8,0.4,0.2,0.11,0.0,0.0
9,0.4,0.2,0.11,0.0,0.0
10,0.4,0.2,0.11,0.0,0.0
1,0.4,0.2,0.21000000000000002,0.0,0.0
2,0.4,0.2,0.21000000000000002,0.0,0.0
3,0.4,0.2,0.21000000000000002,0.0,0.0
4,0.4,0.2,0.21000000000000002,0.0,0.0
5,0.4,0.2,0.21000000000000002,0.0,0.0
6,0.4,0.2,0.21000000000000002,0.0,0.0
7,0.4,0.2,0.21000000000000002,0.0,0.0
8,0.4,0.2,0.21000000000000002,0.0,0.0
9,0.4,0.2,0.21000000000000002,0.0,0.0
10,0.4,0.2,0.21000000000000002,0.0,0.0
1,0.4,0.2,0.31,0.0,0.0
2,0.4,0.2,0.31,0.0,0.0
3,0.4,0.2,0.31,0.0,0.0
4,0.4,0.2,0.31,0.0,0.0
5,0.4,0.2,0.31,0.0,0.0
6,0.4,0.2,0.31,0.0,0.0
7,0.4,0.2,0.31,0.0,0.0
8,0.4,0.2,0.31,0.0,0.0
9,0.4,0.2,0.31,0.0,0.0
10,0.4,0.2,0.31,0.0,0.0
1,0.4,0.2,0.41000000000000003,0.0,0.0
2,0.4,0.2,0.41000000000000003,0.0,0.0
3,0.4,0.2,0.41000000000000003,0.0,0.0
4,0.4,0.2,0.41000000000000003,0.0,0.0
5,0.4,0.2,0.41000000000000003,0.0,0.0
6,0.4,0.2,0.41000000000000003,0.0,0.0
7,0.4,0.2,0.41000000000000003,0.0,0.0
8,0.4,0.2,0.41000000000000003,0.0,0.0
9,0.4,0.2,0.41000000000000003,0.0,0.0
10,0.4,0.2,0.41000000000000003,0.0,0.0
1,0.4,0.2,0.51,0.0,0.0
2,0.4,0.2,0.51,0.0,0.0
3,0.4,0.2,0.51,0.0,0.0
4,0.4,0.2,0.51,0.0,0.0
5,0.4,0.2,0.51,0.0,0.0
6,0.4,0.2,0.51,0.0,0.0
7,0.4,0.2,0.51,0.0,0.0
8,0.4,0.2,0.51,0.0,0.0
9,0.4,0.2,0.51,0.0,0.0
10,0.4,0.2,0.51,0.0,0.0
1,0.4,0.2,0.61,0.0,0.0
